Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-hzku,Question Key,Response
19,1569494404087,26/09/2019 10:40:04,1569494401713,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-13-quantised,6
20,1569494404087,26/09/2019 10:40:04,1569494401713,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-14,5
21,1569494404149,26/09/2019 10:40:04,1569494401713,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-14-quantised,5
22,1569494404149,26/09/2019 10:40:04,1569494401713,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-15,7
23,1569494404149,26/09/2019 10:40:04,1569494401713,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-15-quantised,7
24,1569494404149,26/09/2019 10:40:04,1569494401713,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-16,7
25,1569494404087,26/09/2019 10:40:04,1569494401713,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-12-quantised,4
26,1569494404087,26/09/2019 10:40:04,1569494401713,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-13,6
27,1569494404149,26/09/2019 10:40:04,1569494401714,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-16-quantised,7
28,1569494404149,26/09/2019 10:40:04,1569494401714,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-17-quantised,6
29,1569494404149,26/09/2019 10:40:04,1569494401714,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-18,5
30,1569494404149,26/09/2019 10:40:04,1569494401714,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-18-quantised,5
31,1569494404149,26/09/2019 10:40:04,1569494401714,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-19,5
32,1569494404149,26/09/2019 10:40:04,1569494401714,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-19-quantised,5
33,1569494404149,26/09/2019 10:40:04,1569494401714,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-17,6
34,1569494404149,26/09/2019 10:40:04,1569494401715,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-1,deadline
35,1569494404149,26/09/2019 10:40:04,1569494401715,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-3,injury
36,1569494404149,26/09/2019 10:40:04,1569494401715,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-4,unattractive
37,1569494404149,26/09/2019 10:40:04,1569494401715,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-5,cleaning
38,1569494404149,26/09/2019 10:40:04,1569494401715,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-6,boss
39,1569494404149,26/09/2019 10:40:04,1569494401715,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-2,failure
40,1569494404149,26/09/2019 10:40:04,1569494401716,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-8,facebook
41,1569494404195,26/09/2019 10:40:04,1569494401716,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-10,family
42,1569494404149,26/09/2019 10:40:04,1569494401716,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-7,office
43,1569494404195,26/09/2019 10:40:04,1569494401716,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-11,partner
44,1569494404195,26/09/2019 10:40:04,1569494401716,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-12,overweight
45,1569494404149,26/09/2019 10:40:04,1569494401716,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-9,payments
46,1569494404195,26/09/2019 10:40:04,1569494401717,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-13,hurried
47,1569494404195,26/09/2019 10:40:04,1569494401717,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-15,instagram
48,1569494404195,26/09/2019 10:40:04,1569494401717,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-16,anxiety
49,1569494404195,26/09/2019 10:40:04,1569494401717,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-1,7
50,1569494404195,26/09/2019 10:40:04,1569494401717,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-1-quantised,7
51,1569494404195,26/09/2019 10:40:04,1569494401717,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_worries-14,illness
52,1569494404195,26/09/2019 10:40:04,1569494401718,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-20,4
53,1569494404195,26/09/2019 10:40:04,1569494401718,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-20-quantised,4
54,1569494404195,26/09/2019 10:40:04,1569494401718,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-21,3
55,1569494404195,26/09/2019 10:40:04,1569494401718,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-21-quantised,3
56,1569494404195,26/09/2019 10:40:04,1569494401718,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-22,4
57,1569494404195,26/09/2019 10:40:04,1569494401718,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-22-quantised,4
58,1569494404195,26/09/2019 10:40:04,1569494401719,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-24,7
59,1569494404195,26/09/2019 10:40:04,1569494401719,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-24-quantised,7
60,1569494404195,26/09/2019 10:40:04,1569494401719,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-25-quantised,6
61,1569494404195,26/09/2019 10:40:04,1569494401719,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-25,6
62,1569494404257,26/09/2019 10:40:04,1569494401720,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-26-quantised,7
63,1569494404195,26/09/2019 10:40:04,1569494401720,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-26,7
64,1569494404257,26/09/2019 10:40:04,1569494401720,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-27,6
65,1569494404257,26/09/2019 10:40:04,1569494401721,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-27-quantised,6
66,1569494404257,26/09/2019 10:40:04,1569494401721,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-28,6
67,1569494404257,26/09/2019 10:40:04,1569494401721,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-28-quantised,6
68,1569494404257,26/09/2019 10:40:04,1569494401721,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-29,3
69,1569494404257,26/09/2019 10:40:04,1569494401721,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-29-quantised,3
70,1569494404257,26/09/2019 10:40:04,1569494401722,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-30-quantised,5
71,1569494404257,26/09/2019 10:40:04,1569494401722,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-31,5
72,1569494404257,26/09/2019 10:40:04,1569494401722,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-31-quantised,5
73,1569494404257,26/09/2019 10:40:04,1569494401722,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-30,5
74,1569494404257,26/09/2019 10:40:04,1569494401722,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-32,6
75,1569494404257,26/09/2019 10:40:04,1569494401723,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-32-quantised,6
76,1569494404257,26/09/2019 10:40:04,1569494401723,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-33-quantised,5
77,1569494404257,26/09/2019 10:40:04,1569494401723,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-34,6
78,1569494404257,26/09/2019 10:40:04,1569494401723,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-34-quantised,6
79,1569494404257,26/09/2019 10:40:04,1569494401723,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,response-33,5
80,1569494404257,26/09/2019 10:40:04,1569494401724,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_relief-2,happiness
81,1569494404257,26/09/2019 10:40:04,1569494401724,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_relief-3,relief
82,1569494404337,26/09/2019 10:40:04,1569494401724,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_relief-4,laughter
83,1569494404337,26/09/2019 10:40:04,1569494401724,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_relief-5,gifts
84,1569494404257,26/09/2019 10:40:04,1569494401724,1,26/09/2019 11:40:01,9842,4,questionnaire-kdt5,,3112853,BLIND,860658,,complete,,5d8c9405488d8b00160ab6e3,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0.1,1280x800,1280x737,,personally salient items,13,eligible,ranking_relief-1,success
