Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-hzku,Question Key,Response
52,1569494519559,26/09/2019 10:41:59,1569494517660,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-20-quantised,6
53,1569494519559,26/09/2019 10:41:59,1569494517660,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-21,5
54,1569494519559,26/09/2019 10:41:59,1569494517660,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-21-quantised,5
55,1569494519559,26/09/2019 10:41:59,1569494517660,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-22,7
56,1569494519559,26/09/2019 10:41:59,1569494517660,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-20,6
57,1569494519559,26/09/2019 10:41:59,1569494517661,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-22-quantised,7
58,1569494519559,26/09/2019 10:41:59,1569494517661,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-24,7
59,1569494519559,26/09/2019 10:41:59,1569494517661,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-24-quantised,7
60,1569494519559,26/09/2019 10:41:59,1569494517661,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-25,5
61,1569494519559,26/09/2019 10:41:59,1569494517662,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-25-quantised,5
62,1569494519559,26/09/2019 10:41:59,1569494517662,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-26,5
63,1569494519622,26/09/2019 10:41:59,1569494517662,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-27,3
64,1569494519622,26/09/2019 10:41:59,1569494517662,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-27-quantised,3
65,1569494519622,26/09/2019 10:41:59,1569494517662,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-28,4
66,1569494519622,26/09/2019 10:41:59,1569494517662,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-26-quantised,5
67,1569494519622,26/09/2019 10:41:59,1569494517663,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-29,6
68,1569494519622,26/09/2019 10:41:59,1569494517663,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-30,4
69,1569494519622,26/09/2019 10:41:59,1569494517663,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-30-quantised,4
70,1569494519622,26/09/2019 10:41:59,1569494517663,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-31,3
71,1569494519622,26/09/2019 10:41:59,1569494517663,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-28-quantised,4
72,1569494519622,26/09/2019 10:41:59,1569494517663,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-29-quantised,6
73,1569494519622,26/09/2019 10:41:59,1569494517664,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-32,3
74,1569494519622,26/09/2019 10:41:59,1569494517664,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-32-quantised,3
75,1569494519622,26/09/2019 10:41:59,1569494517664,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-31-quantised,3
76,1569494519622,26/09/2019 10:41:59,1569494517664,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-33-quantised,4
77,1569494519622,26/09/2019 10:41:59,1569494517664,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-34,4
78,1569494519622,26/09/2019 10:41:59,1569494517664,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-33,4
79,1569494519622,26/09/2019 10:41:59,1569494517665,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-34-quantised,4
80,1569494519622,26/09/2019 10:41:59,1569494517665,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-1,relief
81,1569494519622,26/09/2019 10:41:59,1569494517665,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-2,gifts
82,1569494519622,26/09/2019 10:41:59,1569494517665,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-3,beach
83,1569494519684,26/09/2019 10:41:59,1569494517665,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-4,holiday
84,1569494519684,26/09/2019 10:41:59,1569494517666,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-5,success
85,1569494519684,26/09/2019 10:41:59,1569494517666,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-6,bonus
86,1569494519684,26/09/2019 10:41:59,1569494517666,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-7,happiness
87,1569494519684,26/09/2019 10:41:59,1569494517666,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-8,partner
88,1569494519684,26/09/2019 10:41:59,1569494517666,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-9,family
89,1569494519684,26/09/2019 10:41:59,1569494517666,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-10,cinema
90,1569494519684,26/09/2019 10:41:59,1569494517666,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-11,music
91,1569494519684,26/09/2019 10:41:59,1569494517667,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-12,sex
92,1569494519684,26/09/2019 10:41:59,1569494517667,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-13,love
93,1569494519684,26/09/2019 10:41:59,1569494517667,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-14,traveling
94,1569494519684,26/09/2019 10:41:59,1569494517668,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-16,money
95,1569494519684,26/09/2019 10:41:59,1569494517668,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-1,bench
96,1569494519684,26/09/2019 10:41:59,1569494517668,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,ranking_relief-15,laughter
97,1569494519684,26/09/2019 10:41:59,1569494517668,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-3,purple
98,1569494519684,26/09/2019 10:41:59,1569494517668,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-2,circle
99,1569494519684,26/09/2019 10:41:59,1569494517669,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-4,triangle
100,1569494519684,26/09/2019 10:41:59,1569494517669,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-5,fork
101,1569494519684,26/09/2019 10:41:59,1569494517669,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-6,pencil
102,1569494519684,26/09/2019 10:41:59,1569494517670,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-7,square
103,1569494519747,26/09/2019 10:41:59,1569494517670,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-8,table
104,1569494519747,26/09/2019 10:41:59,1569494517670,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-9,grass
105,1569494519747,26/09/2019 10:41:59,1569494517671,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-10,tiles
106,1569494519747,26/09/2019 10:41:59,1569494517671,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-11,window
107,1569494519747,26/09/2019 10:41:59,1569494517671,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-12,building
108,1569494519747,26/09/2019 10:41:59,1569494517673,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-13,glasses
109,1569494519747,26/09/2019 10:41:59,1569494517673,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-14,sitting
110,1569494519747,26/09/2019 10:41:59,1569494517673,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-15,keyboard
111,1569494519747,26/09/2019 10:41:59,1569494517673,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-16,shape
112,1569494519747,26/09/2019 10:41:59,1569494517673,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,response-37-17,poster
113,1569494519747,26/09/2019 10:41:59,1569494517674,1,26/09/2019 11:41:57,9842,4,questionnaire-kdt5,,3112865,BLIND,860664,,complete,,5d8c947e1bd8e2001d4c424b,computer,Desktop or Laptop,Windows 10,Firefox 69.0,1600x900,1583x786,,personally salient items,13,eligible,END QUESTIONNAIRE,229500
1,1569494516555,26/09/2019 10:41:56,1569494516483,1,26/09/2019 11:41:56,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,BEGIN QUESTIONNAIRE,
2,1569495097307,26/09/2019 10:51:37,1569495097241,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,injury_worry,4
3,1569495097399,26/09/2019 10:51:37,1569495097244,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-5,4
4,1569495097399,26/09/2019 10:51:37,1569495097244,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-5-quantised,4
5,1569495097399,26/09/2019 10:51:37,1569495097244,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,injury_worry-quantised,4
6,1569495097399,26/09/2019 10:51:37,1569495097245,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-7,5
7,1569495097399,26/09/2019 10:51:37,1569495097245,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-8,5
8,1569495097399,26/09/2019 10:51:37,1569495097245,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-8-quantised,5
9,1569495097399,26/09/2019 10:51:37,1569495097245,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-9,4
10,1569495097399,26/09/2019 10:51:37,1569495097245,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-9-quantised,4
11,1569495097399,26/09/2019 10:51:37,1569495097245,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-6,4
12,1569495097399,26/09/2019 10:51:37,1569495097245,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-7-quantised,5
13,1569495097399,26/09/2019 10:51:37,1569495097245,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-6-quantised,4
14,1569495097399,26/09/2019 10:51:37,1569495097246,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-11,2
15,1569495097399,26/09/2019 10:51:37,1569495097246,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-11-quantised,2
16,1569495097399,26/09/2019 10:51:37,1569495097246,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-12,6
17,1569495097399,26/09/2019 10:51:37,1569495097246,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-10,2
18,1569495097399,26/09/2019 10:51:37,1569495097246,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-13,2
19,1569495097399,26/09/2019 10:51:37,1569495097246,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-13-quantised,2
20,1569495097399,26/09/2019 10:51:37,1569495097246,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-10-quantised,2
21,1569495097399,26/09/2019 10:51:37,1569495097246,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-12-quantised,6
22,1569495097450,26/09/2019 10:51:37,1569495097247,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-14-quantised,4
23,1569495097450,26/09/2019 10:51:37,1569495097247,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-15,4
24,1569495097450,26/09/2019 10:51:37,1569495097247,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-15-quantised,4
25,1569495097450,26/09/2019 10:51:37,1569495097247,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-16,7
26,1569495097450,26/09/2019 10:51:37,1569495097247,1,26/09/2019 11:51:37,9842,4,questionnaire-kdt5,,3112885,BLIND,860670,,complete,,5d8c952d63ba54001a2a3152,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.0,1440x900,1440x727,,personally salient items,13,eligible,response-16-quantised,7
