Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-hzku,Question Key,Response
24,1569495966767,26/09/2019 11:06:06,1569495966282,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq10,4
25,1569495966767,26/09/2019 11:06:06,1569495966282,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq10-quantised,4
26,1569495966767,26/09/2019 11:06:06,1569495966283,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq11,3
27,1569495966767,26/09/2019 11:06:06,1569495966283,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq12,2
28,1569495966767,26/09/2019 11:06:06,1569495966283,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq12-quantised,2
29,1569495966767,26/09/2019 11:06:06,1569495966283,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq13,2
30,1569495966767,26/09/2019 11:06:06,1569495966283,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq13-quantised,2
31,1569495966767,26/09/2019 11:06:06,1569495966283,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq11-quantised,3
32,1569495966767,26/09/2019 11:06:06,1569495966284,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq14,2
33,1569495966767,26/09/2019 11:06:06,1569495966284,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq14-quantised,2
34,1569495966767,26/09/2019 11:06:06,1569495966285,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq15,2
35,1569495966767,26/09/2019 11:06:06,1569495966285,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq15-quantised,2
36,1569495966767,26/09/2019 11:06:06,1569495966286,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq16,2
37,1569495966767,26/09/2019 11:06:06,1569495966286,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,pswq16-quantised,2
38,1569495966767,26/09/2019 11:06:06,1569495966286,1,26/09/2019 12:06:06,9842,4,questionnaire-nn9g,,3113005,BLIND,860716,,complete,,5d8c95667e1b770019e10a37,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1264x734,,All Questionnaires,2,eligible,END QUESTIONNAIRE,100495
1,1569496214173,26/09/2019 11:10:14,1569496214406,1,26/09/2019 12:10:14,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,,All Questionnaires,2,eligible,BEGIN QUESTIONNAIRE,
2,1569496279984,26/09/2019 11:11:19,1569496280193,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,response-1,18
3,1569496280141,26/09/2019 11:11:20,1569496280201,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,sex,Female
4,1569496280141,26/09/2019 11:11:20,1569496280202,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,sex-quantised,2
5,1569496280141,26/09/2019 11:11:20,1569496280202,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq1,2
6,1569496280141,26/09/2019 11:11:20,1569496280202,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,sex-text,
7,1569496280141,26/09/2019 11:11:20,1569496280203,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq1-quantised,2
8,1569496280141,26/09/2019 11:11:20,1569496280204,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq2,3
9,1569496280141,26/09/2019 11:11:20,1569496280204,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq2-quantised,3
10,1569496280141,26/09/2019 11:11:20,1569496280205,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq3,3
11,1569496280141,26/09/2019 11:11:20,1569496280206,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq3-quantised,3
12,1569496280141,26/09/2019 11:11:20,1569496280208,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq4,4
13,1569496280141,26/09/2019 11:11:20,1569496280210,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq4-quantised,4
14,1569496280141,26/09/2019 11:11:20,1569496280210,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq5,4
15,1569496280141,26/09/2019 11:11:20,1569496280210,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq5-quantised,4
16,1569496280141,26/09/2019 11:11:20,1569496280212,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq6,5
17,1569496280141,26/09/2019 11:11:20,1569496280213,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq6-quantised,5
18,1569496280141,26/09/2019 11:11:20,1569496280213,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq7,3
19,1569496280141,26/09/2019 11:11:20,1569496280214,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq7-quantised,3
20,1569496280141,26/09/2019 11:11:20,1569496280215,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq8,3
21,1569496280141,26/09/2019 11:11:20,1569496280217,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq8-quantised,3
22,1569496280141,26/09/2019 11:11:20,1569496280217,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq9,2
23,1569496280265,26/09/2019 11:11:20,1569496280219,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq9-quantised,2
24,1569496280265,26/09/2019 11:11:20,1569496280221,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq10,2
25,1569496280265,26/09/2019 11:11:20,1569496280221,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq10-quantised,2
26,1569496280265,26/09/2019 11:11:20,1569496280223,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq11,2
27,1569496280265,26/09/2019 11:11:20,1569496280224,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq11-quantised,2
28,1569496280265,26/09/2019 11:11:20,1569496280224,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq12,3
29,1569496280265,26/09/2019 11:11:20,1569496280226,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq12-quantised,3
30,1569496280265,26/09/2019 11:11:20,1569496280228,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq13,3
31,1569496280265,26/09/2019 11:11:20,1569496280230,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq13-quantised,3
32,1569496280265,26/09/2019 11:11:20,1569496280231,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq14,2
33,1569496280265,26/09/2019 11:11:20,1569496280232,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq14-quantised,2
34,1569496280265,26/09/2019 11:11:20,1569496280233,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq15,2
35,1569496280265,26/09/2019 11:11:20,1569496280234,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq15-quantised,2
36,1569496280265,26/09/2019 11:11:20,1569496280237,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq16,3
37,1569496280265,26/09/2019 11:11:20,1569496280237,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,pswq16-quantised,3
38,1569496280265,26/09/2019 11:11:20,1569496280239,1,26/09/2019 12:11:20,9842,4,questionnaire-nn9g,,3113028,BLIND,860729,,complete,,5d8c9bfe9f5b1e001975675f,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1350x651,,All Questionnaires,2,eligible,END QUESTIONNAIRE,65833
1,1569509024137,26/09/2019 14:43:44,1569509029520,1,26/09/2019 15:43:49,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1366x677,,All Questionnaires,2,eligible,BEGIN QUESTIONNAIRE,
2,1569509082874,26/09/2019 14:44:42,1569509088221,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,response-1,20
3,1569509082952,26/09/2019 14:44:42,1569509088226,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,sex-quantised,1
4,1569509082952,26/09/2019 14:44:42,1569509088226,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,sex,Male
5,1569509082952,26/09/2019 14:44:42,1569509088227,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq1,1
6,1569509082952,26/09/2019 14:44:42,1569509088227,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,sex-text,
7,1569509082952,26/09/2019 14:44:42,1569509088228,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq1-quantised,1
8,1569509082952,26/09/2019 14:44:42,1569509088229,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq2,4
9,1569509082952,26/09/2019 14:44:42,1569509088229,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq2-quantised,4
10,1569509082952,26/09/2019 14:44:42,1569509088230,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq3-quantised,1
11,1569509082952,26/09/2019 14:44:42,1569509088230,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq3,1
12,1569509082952,26/09/2019 14:44:42,1569509088231,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq4-quantised,4
13,1569509082952,26/09/2019 14:44:42,1569509088231,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq4,4
14,1569509082952,26/09/2019 14:44:42,1569509088232,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq5,5
15,1569509082952,26/09/2019 14:44:42,1569509088232,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq5-quantised,5
16,1569509082952,26/09/2019 14:44:42,1569509088233,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq6,5
17,1569509082952,26/09/2019 14:44:42,1569509088233,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq6-quantised,5
18,1569509082952,26/09/2019 14:44:42,1569509088234,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq7,4
19,1569509082952,26/09/2019 14:44:42,1569509088235,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq7-quantised,4
20,1569509082952,26/09/2019 14:44:42,1569509088235,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq8,2
21,1569509082952,26/09/2019 14:44:42,1569509088236,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq8-quantised,2
22,1569509083031,26/09/2019 14:44:43,1569509088237,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq9-quantised,2
23,1569509082952,26/09/2019 14:44:42,1569509088237,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq9,2
24,1569509083031,26/09/2019 14:44:43,1569509088238,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq10,1
25,1569509083031,26/09/2019 14:44:43,1569509088239,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq10-quantised,1
26,1569509083031,26/09/2019 14:44:43,1569509088240,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq11,2
27,1569509083031,26/09/2019 14:44:43,1569509088241,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq11-quantised,2
28,1569509083031,26/09/2019 14:44:43,1569509088242,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq12,4
29,1569509083031,26/09/2019 14:44:43,1569509088242,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq12-quantised,4
30,1569509083031,26/09/2019 14:44:43,1569509088243,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq13,4
31,1569509083031,26/09/2019 14:44:43,1569509088243,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq13-quantised,4
32,1569509083031,26/09/2019 14:44:43,1569509088243,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq14,4
33,1569509083031,26/09/2019 14:44:43,1569509088244,1,26/09/2019 15:44:48,9842,4,questionnaire-nn9g,,3113567,BLIND,860902,,complete,,5d8cce16b130f00015b42ca8,computer,Desktop or Laptop,Windows 10,Chrome 76.0.3809.132,1366x768,1349x677,,All Questionnaires,2,eligible,pswq14-quantised,4
